"EstacaoAno"	"Regiao"	"PhChuva"	"MediaUmidadeAr_%"	"Temperatura_C"	"Temperatura_CAT"	"Localidade"	"VolumeChuva_mm/h"	"IntensidadeVento_km/h"	"IntensidadeVento_CAT"	"AlertaDefesaCivil"	"PhChuva_Cat"	"IntensidadeChuva"	"NumeroVitimas"
"Inverno"	"Centro-Oeste"	5	40.558761018055634	23	"Alta"	"Urbana"	10	3	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	123
"Outono"	"Norte"	9	14.923875218102513	26	"Alta"	"Rural"	25	12	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	108
"Outono"	"Sudeste"	3	26.03854022685367	15	"Mediana"	"Urbana"	5	81	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	138
"Primavera"	"Norte"	9	16.36860553253003	-3	"Baixa"	"Rural"	24	15	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	170
"Inverno"	"Nordeste"	7	67.47769725735645	8	"Mediana"	"Urbana"	27	12	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	115
"Inverno"	"Sul"	0	1.455102055372369	26	"Alta"	"Rural"	20	90	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	113
"Outono"	"Norte"	2	17.848566482843214	-12	"Baixa"	"Urbana"	12	21	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	224
"Verao"	"Nordeste"	6	69.45264489494373	4	"Mediana"	"Urbana"	27	19	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	130
"Inverno"	"Norte"	9	15.435085727399807	-9	"Baixa"	"Rural"	13	26	"Forte"	"NaoAtivou"	"Base"	"Moderada"	222
"Outono"	"Centro-Oeste"	6	43.99694720000716	20	"Mediana"	"Urbana"	10	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	124
"Inverno"	"Sudeste"	4	30.89600273558196	19	"Mediana"	"Urbana"	27	77	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	123
"Inverno"	"Sudeste"	2	33.407953560086725	19	"Mediana"	"Rural"	6	79	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	138
"Outono"	"Norte"	2	14.816148302893609	-9	"Baixa"	"Rural"	13	9	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	109
"Verao"	"Centro-Oeste"	13	44.40743486468713	22	"Alta"	"Urbana"	10	4	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	121
"Outono"	"Norte"	13	10.514155403468262	-8	"Baixa"	"Rural"	13	25	"Forte"	"NaoAtivou"	"Base"	"Moderada"	167
"Primavera"	"Nordeste"	8	61.41535667575792	4	"Mediana"	"Rural"	28	28	"Forte"	"NaoAtivou"	"Base"	"Forte"	232
"Primavera"	"Centro-Oeste"	5	42.76659409759347	21	"Alta"	"Urbana"	11	5	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	174
"Inverno"	"Sul"	1	4.356022411712354	33	"Alta"	"Rural"	20	93	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	144
"Outono"	"Sudeste"	4	26.202956504583128	15	"Mediana"	"Rural"	29	93	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	98
"Outono"	"Nordeste"	6	66.46176140541397	8	"Mediana"	"Rural"	27	21	"Forte"	"NaoAtivou"	"Acida"	"Forte"	175
"Inverno"	"Nordeste"	8	60.768183547800994	3	"Mediana"	"Urbana"	28	4	"Moderado"	"NaoAtivou"	"Base"	"Forte"	119
"Verao"	"Centro-Oeste"	4	42.212327799138876	20	"Mediana"	"Urbana"	11	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	166
"Inverno"	"Sudeste"	4	28.951613535499202	16	"Mediana"	"Urbana"	6	72	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	130
"Verao"	"Nordeste"	6	67.01901937955952	2	"Mediana"	"Urbana"	26	22	"Forte"	"NaoAtivou"	"Acida"	"Forte"	212
"Primavera"	"Centro-Oeste"	5	40.25431286979951	27	"Alta"	"Rural"	11	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	165
"Outono"	"Centro-Oeste"	4	43.96017340190671	26	"Alta"	"Urbana"	10	11	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	110
"Verao"	"Centro-Oeste"	5	41.295605587398775	27	"Alta"	"Urbana"	11	5	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	157
"Verao"	"Sudeste"	4	29.498579699757965	18	"Mediana"	"Rural"	6	83	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	110
"Verao"	"Norte"	4	19.397524785368354	-5	"Baixa"	"Rural"	13	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	136
"Inverno"	"Nordeste"	7	64.77114080901059	3	"Mediana"	"Urbana"	26	26	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	153
"Inverno"	"Centro-Oeste"	4	43.63936795940753	24	"Alta"	"Rural"	11	10	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	154
"Primavera"	"Norte"	11	10.389660478996337	-3	"Baixa"	"Rural"	13	7	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	141
"Outono"	"Nordeste"	8	65.69984859466993	3	"Mediana"	"Urbana"	26	21	"Forte"	"NaoAtivou"	"Base"	"Forte"	198
"Outono"	"Nordeste"	8	64.36727331310028	6	"Mediana"	"Rural"	25	25	"Forte"	"NaoAtivou"	"Base"	"Moderada"	168
"Inverno"	"Norte"	9	15.137244737122188	-5	"Baixa"	"Rural"	13	23	"Forte"	"NaoAtivou"	"Base"	"Moderada"	159
"Verao"	"Nordeste"	6	66.50719463269573	2	"Mediana"	"Rural"	28	14	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	135
"Primavera"	"Centro-Oeste"	5	42.51026440349402	27	"Alta"	"Rural"	11	19	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	104
"Inverno"	"Centro-Oeste"	4	44.73072294281188	23	"Alta"	"Urbana"	11	1	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	103
"Inverno"	"Centro-Oeste"	6	42.99314971509047	27	"Alta"	"Urbana"	11	4	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	179
"Primavera"	"Centro-Oeste"	6	43.49621559563447	24	"Alta"	"Urbana"	11	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	102
"Verao"	"Centro-Oeste"	5	43.960894106803664	23	"Alta"	"Urbana"	11	114	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	129
"Verao"	"Norte"	10	15.782981099897286	-4	"Baixa"	"Rural"	13	114	"Massivo"	"Ativou"	"Base"	"Moderada"	532
"Outono"	"Sudeste"	4	25.932662617598872	18	"Mediana"	"Urbana"	1	72	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	144
"Verao"	"Norte"	13	16.768764366529666	27	"Alta"	"Urbana"	13	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	129
"Inverno"	"Sudeste"	4	29.938226291577507	19	"Mediana"	"Urbana"	9	97	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	108
"Outono"	"Sudeste"	2	25.49733861565462	17	"Mediana"	"Rural"	22	79	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	134
"Outono"	"Norte"	11	17.296241645033877	-7	"Baixa"	"Rural"	12	18	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	122
"Primavera"	"Sudeste"	12	32.683855544450616	15	"Mediana"	"Rural"	2	89	"Massivo"	"NaoAtivou"	"Base"	"Muito Forte"	112
"Primavera"	"Nordeste"	8	66.74943250202277	8	"Mediana"	"Rural"	29	32	"Forte"	"NaoAtivou"	"Base"	"Forte"	178
"Verao"	"Nordeste"	7	69.67675881846606	0	"Baixa"	"Urbana"	28	14	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	173
"Inverno"	"Nordeste"	6	63.38506371866349	0	"Baixa"	"Urbana"	27	17	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	109
"Verao"	"Sul"	0	4.145694315846501	27	"Alta"	"Urbana"	21	91	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	144
"Outono"	"Sul"	2	2.9086412653268248	33	"Alta"	"Rural"	23	93	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	136
"Verao"	"Sul"	2	3.2729586968997886	28	"Alta"	"Urbana"	24	113	"Massivo"	"Ativou"	"Acida"	"Moderada"	540
"Inverno"	"Sul"	0	1.718059459097816	33	"Alta"	"Rural"	22	102	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	108
"Inverno"	"Centro-Oeste"	6	41.21322450604101	25	"Alta"	"Urbana"	10	9	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	151
"Primavera"	"Norte"	11	16.85498926628855	-6	"Baixa"	"Urbana"	12	3	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	119
"Primavera"	"Sul"	1	3.3326497654231346	34	"Alta"	"Rural"	23	91	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	81
"Inverno"	"Sul"	13	2.6193129822162664	30	"Alta"	"Rural"	22	114	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	119
"Outono"	"Sudeste"	2	32.19930834857487	19	"Mediana"	"Urbana"	8	89	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	80
"Inverno"	"Centro-Oeste"	12	42.28311228401089	23	"Alta"	"Urbana"	11	16	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	101
"Inverno"	"Nordeste"	7	65.50133478960122	3	"Mediana"	"Rural"	28	31	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	239
"Inverno"	"Nordeste"	8	60.06103158260698	7	"Mediana"	"Urbana"	26	30	"Forte"	"NaoAtivou"	"Base"	"Forte"	155
"Verao"	"Sul"	0	1.4019349184723433	33	"Alta"	"Rural"	23	109	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	98
"Inverno"	"Sul"	0	4.606265831139438	25	"Alta"	"Urbana"	22	7	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	109
"Primavera"	"Norte"	9	14.238814456901636	25	"Alta"	"Urbana"	25	13	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	140
"Outono"	"Norte"	11	16.757938178792145	28	"Alta"	"Rural"	24	12	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	127
"Primavera"	"Sudeste"	3	34.42881980402224	15	"Mediana"	"Rural"	6	98	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	91
"Verao"	"Centro-Oeste"	5	41.6548479673884	26	"Alta"	"Urbana"	10	3	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	143
"Verao"	"Sudeste"	2	26.023709859331948	19	"Mediana"	"Urbana"	5	76	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	133
"Verao"	"Sul"	0	1.8342446985335066	25	"Alta"	"Urbana"	20	100	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	92
"Inverno"	"Centro-Oeste"	5	40.137106892805605	20	"Mediana"	"Rural"	10	118	"Furacao"	"NaoAtivou"	"Acida"	"Moderada"	98
"Verao"	"Nordeste"	7	64.14469940413724	8	"Mediana"	"Urbana"	25	12	"Moderado"	"NaoAtivou"	"Neutra"	"Moderada"	111
"Outono"	"Centro-Oeste"	6	42.89037856966773	23	"Alta"	"Urbana"	11	10	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	143
"Verao"	"Norte"	9	15.155370527656851	-6	"Baixa"	"Urbana"	25	5	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	140
"Verao"	"Norte"	10	17.49806926527601	-9	"Baixa"	"Urbana"	24	110	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	56
"Outono"	"Sudeste"	3	31.031267671586598	15	"Mediana"	"Rural"	29	99	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	62
"Primavera"	"Centro-Oeste"	5	40.71289126556986	23	"Alta"	"Rural"	11	8	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	118
"Outono"	"Norte"	12	11.267792250172949	21	"Alta"	"Rural"	12	16	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	112
"Verao"	"Sul"	1	2.1347063726865017	27	"Alta"	"Rural"	24	102	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	83
"Outono"	"Norte"	11	19.205539953326912	-12	"Baixa"	"Rural"	12	9	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	169
"Primavera"	"Nordeste"	7	60.799300290695506	8	"Mediana"	"Urbana"	29	3	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	169
"Outono"	"Sul"	2	3.2374950453851463	28	"Alta"	"Rural"	22	95	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	114
